,0,1,2,3,4
132054,php,mysql,,,
132055,c,,,,
132056,unit-testing,,,,
132057,c#,.net,winforms,,
132058,html,,,,
132059,c#,,,,
132060,javascript,jquery,,,
132061,c#,.net,,,
132062,c,,,,
132063,java,,,,
132064,java,,,,
132065,jquery,,,,
132066,git,,,,
132067,.net,wpf,,,
132068,asp.net-mvc,,,,
132069,javascript,,,,
132070,c,,,,
132071,php,,,,
132072,c#,,,,
132073,iphone,,,,
132074,python,macos,,,
132075,java,,,,
132076,.net,,,,
132077,android,,,,
132078,java,,,,
132079,.net,sql-server,,,
132080,c#,,,,
132081,c#,asp.net,,,
132082,python,django,,,
132083,c#,wpf,,,
132084,svn,git,,,
132085,delphi,,,,
132086,ruby-on-rails,,,,
132087,python,,,,
132088,java,,,,
132089,asp.net,debugging,,,
132090,sql-server,,,,
132091,html,,,,
132092,php,,,,
132093,jquery,,,,
132094,sql,,,,
132095,html,asp.net-mvc,,,
132096,iphone,cocoa-touch,,,
132097,python,,,,
132098,java,,,,
132099,unit-testing,,,,
132100,c++,windows,,,
132101,linux,,,,
132102,c#,.net,string,,
132103,c#,.net,,,
132104,php,javascript,,,
132105,css,,,,
132106,django,,,,
132107,c++,,,,
132108,jquery,html,,,
132109,c#,.net,,,
132110,python,,,,
132111,.net,,,,
132112,java,,,,
132113,.net,string,,,
132114,php,jquery,,,
132115,java,,,,
132116,algorithm,,,,
132117,javascript,,,,
132118,iphone,,,,
132119,visual-studio,,,,
132120,python,,,,
132121,javascript,css,,,
132122,wpf,,,,
132123,sql,,,,
132124,java,,,,
132125,c#,.net,sql-server,,
132126,python,,,,
132127,java,,,,
132128,language-agnostic,,,,
132129,jquery,,,,
132130,asp.net,,,,
132131,java,eclipse,debugging,,
132132,android,,,,
132133,java,,,,
132134,c#,wpf,visual-studio-2008,,
132135,ruby,arrays,,,
132136,algorithm,,,,
132137,android,,,,
132138,iphone,,,,
132139,java,ruby,,,
132140,sql,xml,,,
132141,javascript,,,,
132142,java,,,,
132143,php,mysql,database,,
132144,javascript,jquery,html,,
132145,git,,,,
132146,java,,,,
132147,c++,algorithm,,,
132148,delphi,,,,
132149,java,,,,
132150,python,oop,,,
132151,asp.net-mvc,,,,
132152,c,,,,
132153,c++,wpf,,,
132154,c#,.net,windows,,
132155,algorithm,,,,
132156,asp.net-mvc,,,,
132157,regex,,,,
132158,objective-c,cocoa,macos,,
132159,xml,,,,
132160,c,debugging,,,
132161,c#,,,,
132162,c#,.net,string,,
132163,c++,,,,
132164,html,,,,
132165,c,,,,
132166,sql,,,,
132167,android,,,,
132168,c#,.net,,,
132169,sql-server,,,,
132170,c#,,,,
132171,git,,,,
132172,iphone,,,,
132173,ruby,,,,
132174,xml,,,,
132175,asp.net-mvc,,,,
132176,php,,,,
132177,android,,,,
132178,perl,,,,
132179,c++,c,string,,
132180,javascript,jquery,performance,,
132181,objective-c,cocoa-touch,,,
132182,c#,.net,,,
132183,sql,sql-server,,,
132184,c#,,,,
132185,c#,php,,,
132186,c#,asp.net,,,
132187,python,sql,,,
132188,ruby-on-rails,,,,
132189,c++,,,,
132190,c#,.net,,,
132191,sql,mysql,,,
132192,php,,,,
132193,c#,,,,
132194,language-agnostic,,,,
132195,java,,,,
132196,javascript,html,,,
132197,python,django,,,
132198,c,,,,
132199,c#,.net,unit-testing,,
132200,php,svn,,,
132201,java,,,,
132202,wpf,,,,
132203,jquery,,,,
132204,sql,mysql,database,,
132205,django,,,,
132206,ruby,,,,
132207,java,,,,
132208,jquery,,,,
132209,android,,,,
132210,c#,,,,
132211,jquery,,,,
132212,ruby-on-rails,,,,
132213,c++,visual-studio,,,
132214,java,linux,perl,,
132215,css,,,,
132216,c++,visual-studio,,,
132217,asp.net,sql,sql-server,asp.net-mvc,database
132218,javascript,jquery,ruby-on-rails,,
132219,ruby-on-rails,,,,
132220,sql-server,xml,database,,
132221,algorithm,language-agnostic,,,
132222,c#,linq,,,
132223,iphone,,,,
132224,delphi,,,,
132225,c#,,,,
132226,git,,,,
132227,c++,debugging,macos,,
132228,php,javascript,html,,
132229,iphone,,,,
132230,.net,asp.net-mvc,performance,,
132231,python,,,,
132232,java,,,,
132233,javascript,jquery,css,,
132234,jquery,,,,
132235,html,,,,
132236,python,,,,
132237,c#,wpf,,,
132238,python,,,,
132239,c#,,,,
132240,mysql,,,,
132241,git,,,,
132242,ruby-on-rails,,,,
132243,c#,.net,asp.net-mvc,,
132244,c#,asp.net,,,
132245,php,arrays,,,
132246,c++,windows,,,
132247,ruby,,,,
132248,c#,.net,,,
132249,c#,,,,
132250,javascript,jquery,,,
132251,java,,,,
132252,objective-c,cocoa,,,
132253,c,string,,,
132254,javascript,,,,
132255,sql,sql-server,database,,
132256,javascript,,,,
132257,c++,,,,
132258,mysql,sql,,,
132259,c#,,,,
132260,c#,asp.net,.net,,
132261,python,,,,
132262,python,django,,,
132263,linux,,,,
132264,c#,.net,,,
132265,sql,,,,
132266,c#,.net,,,
132267,java,,,,
132268,java,,,,
132269,jquery,,,,
132270,java,,,,
132271,java,,,,
132272,iphone,,,,
132273,java,windows,macos,,
132274,regex,,,,
132275,svn,,,,
132276,c#,,,,
132277,c#,.net,,,
132278,c++,,,,
132279,php,,,,
132280,java,javascript,,,
132281,java,algorithm,,,
132282,c++,c,,,
132283,c#,,,,
132284,java,performance,,,
132285,python,,,,
132286,asp.net,,,,
132287,linux,,,,
132288,c++,,,,
132289,.net,,,,
132290,python,,,,
132291,python,,,,
132292,.net,wpf,windows,,
132293,python,,,,
132294,mysql,linux,,,
132295,java,android,oop,,
132296,objective-c,c,,,
132297,sql,,,,
132298,java,,,,
132299,c#,,,,
132300,c#,unit-testing,,,
132301,jquery,,,,
132302,c#,wpf,visual-studio-2008,,
132303,python,,,,
132304,wpf,windows,,,
132305,ruby-on-rails,ruby,,,
132306,python,,,,
132307,c++,,,,
132308,c++,c,performance,,
132309,git,,,,
132310,asp.net,,,,
132311,asp.net-mvc,,,,
132312,mysql,,,,
132313,c#,,,,
132314,wpf,,,,
132315,c#,asp.net,,,
132316,c#,,,,
132317,c#,asp.net,,,
132318,iphone,cocoa-touch,,,
132319,php,mysql,,,
132320,sql,sql-server,,,
132321,java,,,,
132322,java,multithreading,,,
132323,javascript,jquery,,,
132324,sql-server,,,,
132325,java,,,,
132326,c,,,,
132327,c#,algorithm,,,
132328,python,,,,
132329,c#,,,,
132330,asp.net,,,,
132331,java,,,,
132332,c#,winforms,,,
132333,svn,macos,,,
132334,perl,arrays,,,
132335,vb.net,,,,
132336,c#,,,,
132337,c++,linux,,,
132338,sql,asp.net-mvc,,,
132339,perl,,,,
132340,android,,,,
132341,sql-server,,,,
132342,php,,,,
132343,algorithm,,,,
132344,c#,,,,
132345,c++,,,,
132346,java,android,eclipse,,
132347,c++,,,,
132348,sql-server,,,,
132349,python,perl,,,
132350,java,,,,
132351,javascript,jquery,,,
132352,c#,linq,,,
132353,c#,.net,,,
132354,c#,,,,
132355,sql-server,,,,
132356,java,multithreading,,,
132357,jquery,html,,,
132358,c#,.net,,,
132359,c#,regex,,,
132360,git,,,,
132361,sql,mysql,,,
132362,ruby-on-rails,,,,
132363,c#,.net,winforms,,
132364,jquery,,,,
132365,python,,,,
132366,java,,,,
132367,ruby,arrays,,,
132368,c#,wpf,,,
132369,java,,,,
132370,c#,asp.net,,,
132371,c#,html,,,
132372,python,,,,
132373,xml,,,,
132374,unit-testing,,,,
132375,android,,,,
132376,mysql,,,,
132377,python,mysql,,,
132378,c++,,,,
132379,git,,,,
132380,c#,string,,,
132381,python,,,,
132382,wpf,,,,
132383,objective-c,iphone,cocoa-touch,,
132384,django,,,,
132385,visual-studio-2008,,,,
132386,cocoa,,,,
132387,git,,,,
132388,jquery,,,,
132389,c#,.net,,,
132390,php,,,,
132391,java,,,,
132392,wpf,,,,
132393,javascript,,,,
132394,jquery,,,,
132395,mysql,django,,,
132396,.net,,,,
132397,android,,,,
132398,javascript,,,,
132399,c#,asp.net-mvc,visual-studio,,
132400,php,,,,
132401,python,,,,
132402,html,,,,
132403,python,,,,
132404,asp.net,,,,
132405,sql-server,,,,
132406,php,,,,
132407,visual-studio-2008,,,,
132408,mysql,django,,,
132409,javascript,css,,,
132410,css,,,,
132411,c#,java,,,
132412,wpf,performance,,,
132413,c#,.net,,,
132414,python,,,,
132415,c#,.net,debugging,oop,
132416,php,mysql,,,
132417,javascript,html,,,
132418,c#,asp.net,.net,,
132419,c#,.net,visual-studio,winforms,
132420,java,,,,
132421,c#,,,,
132422,git,,,,
132423,javascript,,,,
132424,java,,,,
132425,javascript,regex,,,
132426,c++,,,,
132427,python,,,,
132428,ruby-on-rails,ruby,,,
132429,c++,,,,
132430,c++,c,,,
132431,ruby-on-rails,ruby,,,
132432,c,,,,
132433,javascript,jquery,,,
132434,android,,,,
132435,php,,,,
132436,c#,,,,
132437,c#,,,,
132438,c++,c,,,
132439,javascript,ruby,,,
132440,python,ruby,,,
132441,winforms,,,,
132442,perl,,,,
132443,vb.net,,,,
132444,python,perl,,,
132445,c#,,,,
132446,ruby-on-rails,ruby,,,
132447,javascript,jquery,regex,,
132448,python,database,django,,
132449,ruby-on-rails,,,,
132450,java,,,,
132451,iphone,string,,,
132452,java,android,,,
132453,c++,multithreading,,,
132454,c#,asp.net,vb.net,svn,
132455,python,,,,
132456,java,,,,
132457,iphone,,,,
132458,c,,,,
132459,javascript,,,,
132460,python,,,,
132461,java,,,,
132462,java,,,,
132463,c#,.net,asp.net,winforms,
132464,c,,,,
132465,c#,wpf,,,
132466,django,,,,
132467,html,css,,,
132468,git,,,,
132469,xml,,,,
132470,javascript,delphi,,,
132471,objective-c,,,,
132472,sql,mysql,,,
132473,algorithm,,,,
132474,python,,,,
132475,c#,,,,
132476,c#,,,,
132477,c++,macos,,,
132478,java,,,,
132479,javascript,jquery,,,
132480,git,,,,
132481,java,,,,
132482,c,,,,
132483,android,eclipse,,,
132484,string,,,,
132485,asp.net,,,,
132486,java,,,,
132487,sql,,,,
132488,ruby-on-rails,,,,
132489,ruby-on-rails,,,,
132490,javascript,,,,
132491,delphi,,,,
132492,c#,.net,sql-server,,
132493,regex,,,,
132494,wpf,,,,
132495,objective-c,cocoa,,,
132496,c++,c,arrays,,
132497,python,,,,
132498,.net,,,,
132499,java,,,,
132500,android,,,,
132501,sql,mysql,,,
132502,jquery,asp.net-mvc,,,
132503,sql,mysql,,,
132504,python,,,,
132505,vb.net,winforms,,,
132506,mysql,database,,,
132507,linux,,,,
132508,php,regex,,,
132509,javascript,,,,
132510,android,,,,
132511,xml,,,,
132512,c,linux,,,
132513,python,,,,
132514,c#,java,,,
132515,java,xml,debugging,,
132516,c,,,,
132517,c#,multithreading,,,
132518,java,,,,
132519,linux,,,,
132520,android,,,,
132521,ruby-on-rails,ruby,,,
132522,mysql,,,,
132523,javascript,jquery,html,,
132524,java,regex,,,
132525,c#,.net,winforms,,
132526,c++,,,,
132527,svn,,,,
132528,django,,,,
132529,java,javascript,android,,
132530,asp.net,,,,
132531,c++,,,,
132532,asp.net-mvc,,,,
132533,sql-server,,,,
132534,javascript,string,,,
132535,javascript,,,,
132536,wpf,,,,
132537,.net,unit-testing,,,
132538,java,,,,
132539,delphi,,,,
132540,java,performance,,,
132541,c#,winforms,,,
132542,c#,winforms,,,
132543,php,,,,
132544,php,oop,,,
132545,iphone,macos,,,
132546,java,,,,
132547,c++,,,,
132548,android,,,,
132549,javascript,,,,
132550,asp.net-mvc,jquery,,,
132551,php,,,,
132552,c,,,,
132553,mysql,,,,
132554,c#,.net,,,
132555,php,,,,
132556,java,,,,
132557,c++,,,,
132558,linux,,,,
132559,c++,,,,
132560,python,,,,
132561,c,,,,
132562,php,mysql,,,
132563,java,ruby,,,
132564,c#,,,,
132565,c#,.net,vb.net,,
132566,php,,,,
132567,java,,,,
132568,c,windows,,,
132569,c#,javascript,.net,asp.net,vb.net
132570,android,,,,
132571,c#,asp.net,wpf,winforms,
132572,.net,wpf,winforms,,
132573,android,,,,
132574,c++,,,,
132575,vb.net,,,,
132576,wpf,,,,
132577,iphone,cocoa,cocoa-touch,,
132578,php,,,,
132579,macos,,,,
132580,asp.net,,,,
132581,django,,,,
132582,sql-server,,,,
132583,wpf,,,,
132584,jquery,html,,,
132585,c#,algorithm,,,
132586,c#,multithreading,,,
132587,regex,eclipse,,,
132588,c#,.net,multithreading,,
132589,git,,,,
132590,python,,,,
132591,android,,,,
132592,javascript,jquery,html,,
132593,java,xml,,,
132594,c,,,,
132595,c#,,,,
132596,svn,,,,
132597,perl,,,,
132598,ruby,oop,,,
132599,java,,,,
132600,php,,,,
132601,objective-c,iphone,,,
132602,c#,winforms,,,
132603,django,,,,
132604,database,,,,
132605,c#,,,,
132606,regex,,,,
132607,mysql,,,,
132608,c#,multithreading,,,
132609,java,,,,
132610,javascript,,,,
132611,java,,,,
132612,c++,,,,
132613,.net,visual-studio,visual-studio-2008,,
132614,c++,,,,
132615,c,,,,
132616,c#,c++,,,
132617,c++,multithreading,,,
132618,javascript,,,,
132619,java,,,,
132620,jquery,,,,
132621,python,django,,,
132622,iphone,,,,
132623,visual-studio-2008,,,,
132624,php,,,,
132625,.net,,,,
132626,sql,mysql,,,
132627,svn,,,,
132628,python,,,,
132629,.net,asp.net,asp.net-mvc,,
132630,ruby,,,,
132631,c,debugging,,,
132632,python,,,,
132633,.net,,,,
132634,c++,,,,
132635,.net,,,,
132636,c#,asp.net,,,
132637,c++,c,visual-studio-2008,,
132638,c#,linq,,,
132639,php,regex,,,
132640,c++,algorithm,,,
132641,c#,winforms,,,
132642,c#,,,,
132643,iphone,,,,
132644,.net,,,,
132645,c#,asp.net,,,
132646,asp.net,javascript,jquery,,
132647,iphone,,,,
132648,c,,,,
132649,android,,,,
132650,javascript,,,,
132651,asp.net,javascript,,,
132652,windows,,,,
132653,java,,,,
132654,mysql,perl,,,
132655,wpf,,,,
132656,sql,sql-server,,,
132657,javascript,,,,
132658,django,,,,
132659,c#,,,,
132660,jquery,,,,
132661,java,android,,,
132662,c#,,,,
132663,html,,,,
132664,android,,,,
132665,c#,.net,,,
132666,css,,,,
132667,sql-server,visual-studio-2008,,,
132668,asp.net,sql-server,,,
132669,c,,,,
132670,c++,,,,
132671,java,,,,
132672,sql,sql-server,,,
132673,asp.net,,,,
132674,algorithm,,,,
132675,objective-c,cocoa,,,
132676,c#,,,,
132677,c#,.net,,,
132678,c#,.net,visual-studio,visual-studio-2008,debugging
132679,linq,performance,,,
132680,.net,,,,
132681,eclipse,,,,
132682,java,,,,
132683,html,,,,
132684,database,,,,
132685,.net,vb.net,,,
132686,cocoa,,,,
132687,asp.net-mvc,,,,
132688,java,,,,
132689,jquery,,,,
132690,c#,,,,
132691,python,,,,
132692,c,,,,
132693,javascript,css,,,
132694,php,,,,
132695,language-agnostic,,,,
132696,sql-server,,,,
132697,php,,,,
132698,javascript,,,,
132699,java,,,,
132700,iphone,,,,
132701,asp.net-mvc,,,,
132702,asp.net,,,,
132703,visual-studio,,,,
132704,iphone,,,,
132705,sql,sql-server,,,
132706,jquery,,,,
132707,asp.net,,,,
132708,php,,,,
132709,c++,performance,,,
132710,javascript,,,,
132711,python,,,,
132712,c++,c,,,
132713,c++,,,,
132714,java,,,,
132715,jquery,,,,
132716,sql,sql-server,,,
132717,java,,,,
132718,database,android,,,
132719,python,,,,
132720,c#,.net,,,
132721,c#,wpf,,,
132722,linq,,,,
132723,vb.net,,,,
132724,c++,,,,
132725,c#,.net,,,
132726,c#,css,,,
132727,.net,asp.net,vb.net,,
132728,java,arrays,,,
132729,c++,unit-testing,,,
132730,c++,c,,,
132731,javascript,,,,
132732,c#,.net,,,
132733,sql,mysql,sql-server,database,
132734,c++,,,,
132735,java,,,,
132736,c#,asp.net,,,
132737,java,,,,
132738,html,,,,
132739,java,,,,
132740,c,,,,
132741,c#,.net,,,
132742,c#,unit-testing,,,
132743,c#,,,,
132744,javascript,regex,,,
132745,php,arrays,,,
132746,c++,,,,
132747,django,,,,
132748,java,database,,,
132749,ruby,,,,
132750,oop,,,,
132751,c#,,,,
132752,java,,,,
132753,c#,,,,
132754,sql,database,,,
132755,javascript,,,,
132756,c++,,,,
132757,svn,,,,
132758,android,,,,
132759,jquery,,,,
132760,wpf,,,,
132761,javascript,html,,,
132762,c#,sql,,,
132763,git,,,,
132764,git,,,,
132765,sql,eclipse,,,
132766,c#,windows,,,
132767,android,,,,
132768,git,,,,
132769,python,,,,
132770,java,algorithm,,,
132771,c++,windows,,,
132772,ruby-on-rails,,,,
132773,jquery,,,,
132774,c#,regex,,,
132775,javascript,,,,
132776,svn,,,,
132777,java,,,,
132778,c,,,,
132779,iphone,,,,
132780,c#,asp.net,,,
132781,iphone,xml,,,
132782,.net,,,,
132783,c#,,,,
132784,sql-server,visual-studio-2008,,,
132785,sql-server,,,,
132786,c++,,,,
132787,html,,,,
132788,java,regex,perl,,
132789,sql,,,,
132790,wpf,,,,
132791,java,ruby,,,
132792,java,eclipse,,,
132793,asp.net-mvc,performance,,,
132794,.net,,,,
132795,php,,,,
132796,c++,,,,
132797,iphone,,,,
132798,python,,,,
132799,java,,,,
132800,c#,,,,
132801,javascript,jquery,,,
132802,sql-server,,,,
132803,c#,,,,
132804,javascript,jquery,html,,
132805,c#,xml,,,
132806,perl,,,,
132807,visual-studio,unit-testing,debugging,,
132808,java,,,,
132809,html,,,,
132810,regex,,,,
132811,git,,,,
132812,c#,.net,performance,,
132813,android,,,,
132814,python,linux,,,
132815,c++,,,,
132816,java,,,,
132817,java,string,,,
132818,c#,.net,asp.net,,
132819,python,,,,
132820,c#,macos,,,
132821,perl,,,,
132822,c,objective-c,,,
132823,sql,mysql,,,
132824,perl,string,,,
132825,java,string,,,
132826,c#,,,,
132827,c++,,,,
132828,javascript,,,,
132829,java,,,,
132830,c#,,,,
132831,c#,winforms,multithreading,,
132832,php,mysql,,,
132833,java,,,,
132834,php,,,,
132835,unit-testing,,,,
132836,sql,mysql,,,
132837,ruby-on-rails,,,,
132838,ruby,,,,
132839,mysql,,,,
132840,language-agnostic,,,,
132841,java,,,,
132842,java,,,,
132843,c#,,,,
132844,python,,,,
132845,css,,,,
132846,c#,.net,,,
132847,iphone,objective-c,,,
132848,objective-c,iphone,,,
132849,python,,,,
132850,iphone,,,,
132851,javascript,,,,
132852,java,,,,
132853,java,,,,
132854,python,,,,
132855,java,,,,
132856,windows,,,,
132857,c#,.net,,,
132858,ruby-on-rails,unit-testing,,,
132859,javascript,,,,
132860,.net,,,,
132861,javascript,,,,
132862,c#,,,,
132863,vb.net,,,,
132864,cocoa,macos,,,
132865,iphone,cocoa-touch,,,
132866,java,mysql,android,,
132867,java,,,,
132868,c++,string,,,
132869,php,,,,
132870,ruby-on-rails,,,,
132871,python,,,,
132872,django,,,,
132873,perl,,,,
132874,c#,,,,
132875,django,,,,
132876,c++,string,,,
132877,.net,asp.net-mvc,,,
132878,iphone,objective-c,,,
132879,c#,asp.net,,,
132880,c,,,,
132881,c#,,,,
132882,wpf,,,,
132883,java,,,,
132884,c#,asp.net,,,
132885,php,jquery,mysql,,
132886,mysql,,,,
132887,jquery,css,,,
132888,c#,,,,
132889,c#,.net,wpf,,
132890,javascript,iphone,,,
132891,c#,.net,string,,
132892,django,,,,
132893,java,,,,
132894,.net,windows,,,
132895,c++,,,,
132896,language-agnostic,performance,,,
132897,iphone,objective-c,,,
132898,ruby-on-rails,ruby,,,
132899,python,algorithm,,,
132900,macos,,,,
132901,javascript,jquery,,,
132902,iphone,objective-c,,,
132903,c#,linq,,,
132904,c++,c,,,
132905,delphi,string,,,
132906,java,,,,
132907,java,android,,,
132908,perl,,,,
132909,java,,,,
132910,vb.net,,,,
132911,c++,,,,
132912,php,,,,
132913,python,,,,
132914,android,eclipse,,,
132915,algorithm,,,,
132916,vb.net,,,,
132917,database,,,,
132918,c++,c,,,
132919,c#,winforms,linq,,
132920,javascript,jquery,,,
132921,asp.net-mvc,unit-testing,visual-studio-2008,,
132922,.net,,,,
132923,c++,c,,,
132924,c++,c,,,
132925,objective-c,cocoa,,,
132926,mysql,database,perl,,
132927,sql,,,,
132928,python,linux,django,,
132929,c#,,,,
132930,javascript,,,,
132931,android,,,,
132932,ruby,regex,,,
132933,ruby-on-rails,,,,
132934,javascript,jquery,,,
132935,android,,,,
132936,java,,,,
132937,sql-server,,,,
132938,php,,,,
132939,javascript,jquery,,,
132940,c#,,,,
132941,java,,,,
132942,java,eclipse,,,
132943,javascript,performance,,,
132944,iphone,,,,
132945,php,javascript,ruby,,
132946,git,,,,
132947,java,,,,
132948,sql,,,,
132949,php,,,,
132950,php,sql,mysql,,
132951,java,,,,
132952,perl,,,,
132953,python,,,,
132954,algorithm,,,,
132955,mysql,performance,,,
132956,java,,,,
132957,c,,,,
132958,ruby-on-rails,,,,
132959,javascript,,,,
132960,objective-c,,,,
132961,python,string,,,
132962,php,,,,
132963,java,ruby,,,
132964,.net,,,,
132965,c#,multithreading,,,
132966,c#,,,,
132967,php,,,,
132968,html,,,,
132969,javascript,asp.net,,,
132970,html,css,,,
132971,iphone,,,,
132972,iphone,,,,
132973,java,eclipse,,,
132974,.net,wpf,multithreading,,
132975,python,,,,
132976,c,string,,,
132977,iphone,,,,
132978,.net,,,,
132979,css,,,,
132980,python,macos,,,
132981,java,,,,
132982,c#,.net,,,
132983,ruby-on-rails,,,,
132984,django,,,,
132985,c#,,,,
132986,regex,string,,,
132987,java,unit-testing,,,
132988,sql,mysql,,,
132989,asp.net,,,,
132990,python,,,,
132991,django,unit-testing,,,
132992,android,,,,
132993,php,,,,
132994,jquery,,,,
132995,string,,,,
132996,javascript,,,,
132997,java,,,,
132998,c#,.net,,,
132999,php,,,,
133000,.net,wpf,,,
133001,java,,,,
133002,python,,,,
133003,python,,,,
133004,python,visual-studio-2008,,,
133005,python,,,,
133006,python,,,,
133007,iphone,,,,
133008,java,,,,
133009,php,,,,
133010,iphone,,,,
133011,php,,,,
133012,mysql,,,,
133013,objective-c,macos,cocoa,,
133014,regex,macos,,,
133015,c#,sql,linq,,
133016,ruby-on-rails,,,,
133017,sql,mysql,,,
133018,jquery,,,,
133019,php,,,,
133020,c#,.net,,,
133021,java,,,,
133022,java,,,,
133023,php,,,,
133024,c#,.net,,,
133025,python,,,,
133026,.net,linq,,,
133027,c,,,,
133028,svn,,,,
133029,c++,string,,,
133030,c,,,,
133031,asp.net,,,,
133032,mysql,,,,
133033,java,,,,
133034,html,css,,,
133035,ruby,,,,
133036,java,,,,
133037,python,,,,
133038,c,,,,
133039,iphone,,,,
133040,php,sql,mysql,,
133041,c,,,,
133042,python,,,,
133043,c#,,,,
133044,ruby,,,,
133045,xml,,,,
133046,.net,wpf,multithreading,,
133047,c++,,,,
133048,cocoa,,,,
133049,asp.net,,,,
133050,svn,git,,,
133051,c#,.net,,,
133052,java,,,,
133053,c#,.net,,,
133054,php,regex,,,
133055,java,windows,,,
133056,javascript,jquery,,,
133057,algorithm,,,,
133058,c#,.net,,,
133059,objective-c,cocoa,cocoa-touch,oop,
133060,java,algorithm,,,
133061,wpf,,,,
133062,c#,winforms,,,
133063,c#,winforms,,,
133064,c#,winforms,,,
133065,php,,,,
133066,java,performance,perl,,
133067,c#,,,,
133068,python,django,,,
133069,php,mysql,sql,,
133070,php,,,,
133071,mysql,,,,
133072,c#,wpf,,,
133073,html,css,,,
133074,java,,,,
133075,javascript,jquery,,,
133076,python,,,,
133077,iphone,database,android,,
133078,php,javascript,jquery,,
133079,iphone,c,,,
133080,c#,.net,string,,
133081,php,,,,
133082,python,,,,
133083,php,string,,,
133084,php,,,,
133085,django,,,,
133086,c#,java,,,
133087,.net,,,,
133088,python,,,,
133089,python,,,,
133090,jquery,,,,
133091,android,,,,
133092,multithreading,,,,
133093,android,,,,
133094,python,,,,
133095,java,php,android,,
133096,php,,,,
133097,c#,.net,,,
133098,c#,,,,
133099,c++,algorithm,,,
133100,android,performance,,,
133101,iphone,,,,
133102,ruby,,,,
133103,python,,,,
133104,objective-c,cocoa,,,
133105,java,,,,
133106,c#,.net,windows,,
133107,c++,c,,,
133108,java,,,,
133109,perl,,,,
133110,ruby,,,,
133111,c++,,,,
133112,javascript,,,,
133113,asp.net,asp.net-mvc,,,
133114,c#,linq,,,
133115,javascript,html,,,
133116,.net,,,,
133117,sql-server,,,,
133118,php,string,,,
133119,c++,,,,
133120,html,css,,,
133121,javascript,jquery,,,
133122,c#,.net,,,
133123,c#,performance,,,
133124,python,django,,,
133125,delphi,,,,
133126,ruby,,,,
133127,arrays,regex,perl,,
133128,java,eclipse,,,
133129,java,,,,
133130,sql,sql-server,,,
133131,android,,,,
133132,c#,oop,,,
133133,android,,,,
133134,c#,winforms,,,
133135,c#,wpf,,,
133136,multithreading,,,,
133137,java,,,,
133138,python,macos,,,
133139,jquery,,,,
133140,c,,,,
133141,php,,,,
133142,cocoa-touch,,,,
133143,ruby,,,,
133144,html,,,,
133145,iphone,,,,
133146,c#,,,,
133147,c#,sql-server,,,
133148,java,,,,
133149,objective-c,,,,
133150,iphone,,,,
133151,database,,,,
133152,css,,,,
133153,c#,.net,visual-studio,,
133154,multithreading,,,,
133155,java,,,,
133156,iphone,,,,
133157,ruby-on-rails,,,,
133158,php,,,,
133159,python,regex,,,
133160,android,eclipse,,,
133161,c++,c,,,
133162,java,c,performance,,
133163,css,,,,
133164,php,,,,
133165,c#,performance,,,
133166,ruby,,,,
133167,javascript,xml,,,
133168,python,,,,
133169,javascript,,,,
133170,regex,,,,
133171,svn,,,,
133172,c#,,,,
133173,javascript,,,,
133174,java,,,,
133175,visual-studio,,,,
133176,java,eclipse,,,
133177,jquery,html,css,,
133178,html,css,,,
133179,c,,,,
133180,.net,,,,
133181,java,,,,
133182,perl,debugging,,,
133183,javascript,jquery,,,
133184,java,,,,
133185,perl,,,,
133186,javascript,,,,
133187,c#,.net,,,
133188,php,sql,,,
133189,c#,wpf,,,
133190,c#,linq,,,
133191,c#,wpf,winforms,,
133192,python,django,,,
133193,javascript,jquery,,,
133194,asp.net,visual-studio,,,
133195,sql-server,,,,
133196,javascript,jquery,,,
133197,c#,asp.net,,,
133198,ruby,,,,
133199,python,windows,,,
133200,html,css,,,
133201,c#,,,,
133202,php,arrays,,,
133203,php,,,,
133204,git,,,,
133205,ruby-on-rails,,,,
133206,java,,,,
133207,c#,winforms,multithreading,,
133208,python,,,,
133209,c++,,,,
133210,git,,,,
133211,visual-studio,visual-studio-2008,,,
133212,c++,,,,
133213,sql,,,,
133214,objective-c,,,,
133215,android,,,,
133216,html,css,,,
133217,algorithm,,,,
133218,c++,linux,,,
133219,cocoa,,,,
133220,c#,,,,
133221,python,,,,
133222,iphone,,,,
133223,php,jquery,,,
133224,unit-testing,,,,
133225,javascript,jquery,,,
133226,iphone,windows,,,
133227,php,,,,
133228,algorithm,,,,
133229,javascript,string,,,
133230,c++,python,,,
133231,c#,asp.net,javascript,,
133232,java,,,,
133233,java,,,,
133234,c++,,,,
133235,c++,,,,
133236,java,,,,
133237,javascript,css,,,
133238,java,,,,
133239,java,,,,
133240,c++,c,linux,multithreading,
133241,c++,,,,
133242,java,,,,
133243,javascript,jquery,,,
133244,php,xml,,,
133245,javascript,ruby-on-rails,,,
133246,wpf,,,,
133247,.net,,,,
133248,jquery,asp.net-mvc,,,
133249,php,mysql,,,
133250,c#,.net,,,
133251,c++,,,,
133252,java,algorithm,,,
133253,c#,,,,
133254,java,,,,
133255,javascript,,,,
133256,ruby-on-rails,,,,
133257,php,,,,
133258,c#,.net,,,
133259,java,,,,
133260,c,linux,,,
133261,javascript,jquery,oop,,
133262,c#,,,,
133263,c++,debugging,,,
133264,c++,python,,,
133265,python,,,,
133266,perl,,,,
133267,android,,,,
133268,c++,,,,
